,w1,w2,ground_truth,prediction
3018,black/cream,cream/black,1.0,1.0
3019,dt.dod.pvlx.cd,sp.dyn.amrt.fe,0.0,0.0
3020,mktassets_net,contrib_ee_purchaseservice,0.0,0.0
3021,mississippi,ms,1.0,0.0
3022,b-trivial,b-systematic,0.0,0.0
3023,ca-mb ca-sb ca-sbe dbe sb wbe wosb,ca-dvbe ca-sbe cdvbe,0.0,0.0
3024,new construction wood frame,sign - erect,0.0,0.0
3025,doberman x,dobermann x,1.0,1.0
3026,texas,tx,1.0,0.0
3027,grenada,palau,0.0,0.0
3028,albania,philippines,0.0,0.0
3029,esq./attorney,esq. / attorney,1.0,0.0
3030,construction,fishing,0.0,0.0
3031,mansois,antão vaz,0.0,0.0
3032,estoril,reims,0.0,0.0
3033,nagpur,centurion,0.0,0.0
3034,ca-sb ca-sbe dbe mbe mosb sb sbasdb,ca-mb ca-sb ca-sbe mbe mosb sb wbe wosb,0.0,0.0
3035,"construction and related workers, all other*","construction and related workers, all other",1.0,1.0
3036,arkansas,mississippi,0.0,0.0
3037,tierid,beneficiaries_disabilityretirees,0.0,0.0
3038,pennsylvania,north carolina,0.0,0.0
3039,online film & television association,awards circuit community awards,0.0,0.0
3040,mw2239.codfw.wmnet,tsa_c,0.0,0.0
3041,georgia,cayman islands,0.0,0.0
3042,russell,lkos - lake grove,0.0,0.0
3043,"cincinnati, oh 45246","cincinnati, oh",1.0,1.0
3044,colorado,washington,0.0,0.0
3045,990,351,0.0,0.0
3046,gold/white,white / gold,1.0,0.0
3047,cdc breastfeeding report card,ashw,0.0,0.0
3048,real_estate_activities,professional_scientific_technical_administrative_and_support_service_activities,0.0,0.0
3049,grand opera,grand opera house,1.0,0.0
3050,equatorial guinea,cayman islands,0.0,0.0
3051,art,dis,0.0,0.0
3052,education,plus: statistical discrepancy,0.0,0.0
3053,low income,albania,0.0,0.0
3054,papua new guinea,rwanda,0.0,0.0
3055,bolivia,bahrain,0.0,0.0
3056,malawi,algeria,0.0,0.0
3057,burundi,ecuador,0.0,0.0
3058,worth county,dale county,0.0,0.0
3059,public_administration_and_defence_education_human_health_and_social_work_activities,construction,0.0,0.0
3060,andorra,tonga,0.0,0.0
3061,botswana,jamaica,0.0,0.0
3062,rhode island,washington,0.0,0.0
3063,public_order_and_safety,economic_affairs,0.0,0.0
3064,npishs final consumption expenditure,household final consumption expenditure,0.0,0.0
3065,recycling - paper,garbage collections,0.0,0.0
3066,black or african american,asian,0.0,0.0
3067,less_financial_intermediation_services_indirectly_measured_fisim,crop_and_animal_production_hunting_and_related_service_activities,0.0,0.0
3068,colorado,idaho,0.0,0.0
3069,vandalism,larceny,0.0,0.0
3070,budgetary_central_government_expense,other_depository_corporations_deposit_money_banks_liabilities_included_in_the_definition_of_quasi_money,0.0,0.0
3071,"reinhorn law, inc.","reinhorn law, inc.",1.0,1.0
3072,latvia,kenya,0.0,0.0
3073,wisconsin,wi,1.0,1.0
3074,costa rica,israel,0.0,0.0
3075,umc,gab,0.0,0.0
3076,cym;fin,bmu;fra;usa,0.0,0.0
3077,avgannnmbr,lclcntrlalc,0.0,0.0
3078,wholesale sales,prkng garage/public,0.0,0.0
3079,greek,delicatessen,0.0,0.0
3080,pa,md,0.0,0.0
3081,cf,co,0.0,0.0
3082,dam,spe,0.0,0.0
3083,lc,cn,0.0,0.0
3084,monroe,estill springs,0.0,0.0
3085,khm,som,0.0,0.0
3086,indiana,kentucky,0.0,0.0
3087,individual_consumption_expenditure,exports_of_goods_and_services,0.0,0.0
3088,hawaii,tennessee,0.0,0.0
3089,less_financial_intermediation_services_indirectly_measured_fisim,post_and_telecommunications,0.0,0.0
3090,gross_capital_formation,exports_of_goods_and_services,0.0,0.0
3091,"services, operational admin.",other operational services,0.0,0.0
3092,tonga,andorra,0.0,0.0
3093,uruguayan,british,0.0,0.0
3094,artsake,district4toastmasters,0.0,0.0
3095,oklahoma,iowa,0.0,0.0
3096,goods distribution,cattle,0.0,0.0
3097,cou,alo,0.0,0.0
3098,united kingdom,mozambique,0.0,0.0
3099,seasonal worker,youth,0.0,0.0
3100,cost method,net increase/(decrease) in fair value of investments,0.0,0.0
3101,mayaguez,mayaquez,1.0,0.0
3102,dbe mbe sb,ca-dvbe ca-mb ca-sb ca-sbe sb sbasdb sdvosb,0.0,0.0
3103,gro,vet,0.0,0.0
3104,eliot,centennial,0.0,0.0
3105,"construction and related workers, all other","construction and related workers, all other*",1.0,1.0
3106,ar,arkansas,1.0,1.0
3107,r1z6,x12b,0.0,0.0
3108,la,louisiana,1.0,0.0
3109,aguna,tinian,0.0,0.0
3110,wi,ny,0.0,0.0
3111,monica,blauer portugieser,0.0,0.0
3112,white & cream,white/cream,1.0,1.0
3113,end,layer 2 down,0.0,0.0
3114,viewbank,viewbank,1.0,1.0
3115,iq,aq,0.0,0.0
3116,village,county,0.0,0.0
3117,dubl,ftvl,0.0,0.0
3118,981,op,0.0,0.0
3119,state of palestine,france,0.0,0.0
3120,china/old town,pleasant valley,0.0,0.0
3121,japanese bobtail,british shorthair,0.0,0.0
3122,khm,mus,0.0,0.0
3123,performing arts center (tulsa),performing arts center,1.0,1.0
3124,german grand prix,chinese grand prix,0.0,0.0
3125,587,565,0.0,0.0
3126,cast,shay,0.0,0.0
3127,less: financial intermediation services indirectly measured (fisim),public administration and defence; compulsory social security,0.0,0.0
3128,nebraska,ne,1.0,1.0
3129,danish krone,danish krone,1.0,1.0
3130,wholesale and retail trade; repair of motor vehicles and motorcycles (g),real estate activities (l),0.0,0.0
3131,es,dk,0.0,0.0
3132,local_01,local_08,0.0,0.0
3133,r1y6,r3z2,0.0,0.0
3134,florida,new york,0.0,0.0
3135,partner,partner,1.0,1.0
3136,fairfax,milwaukee,0.0,0.0
3137,pizza/italian,chinese,0.0,0.0
3138,human health and social work activities (q),"public administration and defence, education, human health and social work activities (o+p+q)",0.0,0.0
3139,slovakia,us,0.0,0.0
3140,203,610,0.0,0.0
3141,il,illinois,1.0,1.0
3142,equals_individual_consumption_expenditure_of_general_government,food_and_non_alcoholic_beverages,0.0,0.0
3143,mga,pyg,0.0,0.0
3144,founding artisitc director,founding artistic director,1.0,1.0
3145,ok,oklahoma,1.0,1.0
3146,motor vehicle theft,sex offenses,0.0,0.0
3147,"wholesale, retail trade, restaurants and hotels (isic g-h)",other activities (isic j-p),0.0,0.0
3148,metropolitan theatre,metropolitan hall,1.0,0.0
3149,hyper-accordion,vocal group,0.0,0.0
3150,vi,virgin islands,1.0,0.0
3151,cars & motorcycles,parents & family,0.0,0.0
3152,"durham, nc","durham, nc 27709",1.0,1.0
3153,restaurant/food services food and beverage production,restaurant/food servicesfood and beverage production,1.0,1.0
3154,sunderland,lloyd,0.0,0.0
3155,health care,construction,0.0,0.0
3156,former netherlands antilles,ethiopia,0.0,0.0
3157,sd,bh,0.0,0.0
3158,me,gr,0.0,0.0
3159,"korea, republic of",georgia,0.0,0.0
3160,imn;pan,jpn,0.0,0.0
3161,113,"77,78",0.0,0.0
3162,colm,rock,0.0,0.0
3163,private_households_with_employed_persons,wholesale_and_retail_trade_transportation_and_storage_accommodation_and_food_service_activities,0.0,0.0
3164,mongolia,germany,0.0,0.0
3165,real estate/property management;business services - other;other/not classified,real estate/property management business services - other other/not classified,1.0,1.0
3166,manx,american wirehair,0.0,0.0
3167,st. kitts and nevis,bosnia and herzegovina,0.0,0.0
3168,151,510,0.0,0.0
3169,saint lucia,singapore,0.0,0.0
3170,montgomery county,austin,0.0,0.0
3171,ar,ct,0.0,0.0
3172,gross_fixed_capital_formation_including_acquisitions_less_disposals_of_valuables,final_consumption_expenditure,0.0,0.0
3173,mauritania,australia,0.0,0.0
3174,"core welfare indicator questionnaire survey (cwiq)/priority survey (ps), 2011","integrated household survey (ihs), 1992",0.0,0.0
3175,680,570,0.0,0.0
3176,oh,ohio,1.0,0.0
3177,06a,03c,0.0,0.0
3178,burundi,china,0.0,0.0
3179,"public administration and defence, education, human health and social work activities","agriculture, forestry and fishing",0.0,0.0
3180,e_214,e_101,0.0,0.0
3181,kansas,ks,1.0,0.0
3182,gu,jo,0.0,0.0
3183,id,idaho,1.0,0.0
3184,"counsel for integrated computer solutions, inc.","counsel for ics, inc.",1.0,1.0
3185,chicago,chicago,1.0,1.0
3186,beaverton - five oaks,w portland park,0.0,0.0
3187,oman,benin,0.0,0.0
3188,equipment,video description,0.0,0.0
3189,russian,japanese,0.0,0.0
3190,all data for gdp and its components refer to provisional data for this year.,refers to ownership of dwellings.,0.0,0.0
3191,dominica,lesotho,0.0,0.0
3192,louisiana,new hampshire,0.0,0.0
3193,bangladesh,pacific island small states,0.0,0.0
3194,pst,lby,0.0,0.0
3195,017a,015d,0.0,0.0
3196,tennessee,tn,1.0,0.0
3197,layer 1 up,repositioning,0.0,0.0
3198,minnesota,alabama,0.0,0.0
3199,colombia,kyrgyzstan,0.0,0.0
3200,romanian leu,romanian leu,1.0,1.0
3201,bloemfontein,hyderabad,0.0,0.0
3202,new mexico,west virginia,0.0,0.0
3203,australian kelpie cross,australian kelpie cross,1.0,1.0
3204,public utilities commission,public employment relations board,0.0,0.0
3205,greece,10,0.0,0.0
3206,bass clarinet/tenor saxophone,electronic ensemble,0.0,0.0
3207,montenegro,myanmar,0.0,0.0
3208,education,general financial inclusion,0.0,0.0
3209,"social and personal services"".","social and personal service activities"". """,0.0,0.0
3210,turkey,portugal,0.0,0.0
3211,nebraska,california,0.0,0.0
3212,repositioning,layer 2 up,0.0,0.0
3213,ireland,chile,0.0,0.0
3214,882,364,0.0,0.0
3215,fishing and aquaculture,public administration and defence; compulsory social security,0.0,0.0
3216,ma,hi,0.0,0.0
3217,yes/no,us dollars,0.0,0.0
3218,029b,010c,0.0,0.0
3219,native hawaiian or other pacific islander,asian,0.0,0.0
3220,supermarkets and other grocery (except convenience) stores,monetary authorities-central bank,0.0,0.0
3221,bdi,pse,0.0,0.0
3222,ceas,proc,0.0,0.0
3223,"5,7","2,24",0.0,0.0
3224,arson,robbery,0.0,0.0
3225,a1050000002vvk6,a1050000000wjym,0.0,0.0
3226,"day care, non-res",club,0.0,0.0
3227,sì£o paulo,indianapolis,0.0,0.0
3228,a,n,0.0,0.0
3229,20,"17,25",0.0,0.0
3230,ice,water,0.0,0.0
3231,nld,eri,0.0,0.0
3232,finnish,polish,0.0,0.0
3233,local_10,local_11,0.0,0.0
3234,m.j,mj,1.0,0.0
3235,gresham - wilkes east,montavilla,0.0,0.0
3236,q28lovecsharp,q21corecompcodereview,0.0,0.0
3237,ghana,paraguay,0.0,0.0
3238,sullivans gulch,beaverton - west slope,0.0,0.0
3239,tide_wave_and_ocean_electricity,conventional_crude_oil,0.0,0.0
3240,college auditorium,coliseum,1.0,0.0
3241,"2,57","10,57",0.0,0.0
3242,4,742,0.0,0.0
3243,"santa clara, ca 95054","santa clara, ca",1.0,1.0
3244,hkd,sek,0.0,0.0
3245,shetland sheep dog,shetland sheepdog,1.0,1.0
3246,ky,mi,0.0,0.0
3247,new mexico,arizona,0.0,0.0
3248,andorra,7,0.0,0.0
3249,bmu;zaf,can;cym;nld,0.0,0.0
3250,layer 3 down,layer 3 up,0.0,0.0
3251,nigeria,cameroon,0.0,0.0
3252,democratic republic of congo,namibia,0.0,0.0
3253,burgundy,piekenierskloof,0.0,0.0
3254,q28lovephp,q19taltoolreferral,0.0,0.0
3255,hong kong,canada;united kingdom,0.0,0.0
3256,352,201,0.0,0.0
3257,executive director,executive director,1.0,1.0
3258,collective_consumption_expenditure,plus_statistical_discrepancy,0.0,0.0
3259,daly,glen,0.0,0.0
3260,va,ne,0.0,0.0
3261,us,id,0.0,0.0
3262,nh,new hampshire,1.0,0.0
3263,electrical systems and lighting and components and accessories and supplies,healthcare services,0.0,0.0
3264,monaco,brazil,0.0,0.0
3265,italy,33,0.0,0.0
3266,yemen: former yemen arab republic,ireland,0.0,0.0
3267,wv,mw,0.0,0.0
3268,belarus,turkmenistan,0.0,0.0
3269,retail,agriculture,0.0,0.0
3270,ecuador,vanuatu,0.0,0.0
3271,great hall - city college,"great hall, city college of new york",1.0,0.0
3272,open internet/net neutrality,slamming (change of your carrier without permission),0.0,0.0
3273,1,"19,29",0.0,0.0
3274,informal competitive,wsca/coop,0.0,0.0
3275,vt,vermont,1.0,0.0
3276,tan,yellow,0.0,0.0
3277,flying,grass,0.0,0.0
3278,barranquilla,bogotá uberangel,0.0,0.0
3279,income_otherinvestments,income_net,0.0,0.0
3280,"expenditure survey/budget survey (es/bs), 2009","integrated household survey (ihs), 2014",0.0,0.0
3281,sc,pa,0.0,0.0
3282,921,882,0.0,0.0
3283,e_disc,e_pinpat,0.0,0.0
3284,california,district of columbia,0.0,0.0
3285,"professional, scientific, technical, administrative and support service activities","agriculture, forestry and fishing",0.0,0.0
3286,belarus,aruba,0.0,0.0
3287,industries,"including government services and ngos.""",0.0,0.0
3288,human health and social work activities,"manufacturing, mining and quarrying and other industrial activities",0.0,0.0
3289,pa,ne,0.0,0.0
3290,ukr,lbn,0.0,0.0
3291,mlabeastafrica,cc_hub,0.0,0.0
3292,peru,19,0.0,0.0
3293,05f,15a,0.0,0.0
3294,dma,ven,0.0,0.0
3295,public_administration_and_defence_compulsory_social_security,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_household_goods,0.0,0.0
3296,ghost,normal,0.0,0.0
3297,north carolina,kentucky,0.0,0.0
3298,de,dc,0.0,0.0
3299,m,m,1.0,1.0
3300,georgia,new jersey,0.0,0.0
3301,mlt;gbr,deu;nld,0.0,0.0
3302,ng,mc,0.0,0.0
3303,layer 1 up,layer 3 up,0.0,0.0
3304,accounting and auditing services nonprofit charitable organizations,accounting and auditing servicesnonprofit charitable organizations,1.0,1.0
3305,private_households_with_employed_persons,electricity_gas_steam_and_air_conditioning_supply,0.0,0.0
3306,russian federation,romania,0.0,0.0
3307,new york,maine,0.0,0.0
3308,other_service_activities,professional_scientific_and_technical_activities,0.0,0.0
3309,plus_compensation_of_employees_from_the_rest_of_the_world,less_compensation_of_employees_to_the_rest_of_the_world,0.0,0.0
3310,982,871,0.0,0.0
3311,510,w20,0.0,0.0
3312,virginia,va,1.0,0.0
3313,calorie posting / initial inspection,smoke-free air act / compliance inspection,0.0,0.0
3314,911,151,0.0,0.0
3315,palace of arts  (bela bartók national concert hall),palace of arts (bela bartók national concert hall),1.0,1.0
3316,pse,bgd,0.0,0.0
3317,play-off for third place,group d,0.0,0.0
3318,burundi,bahrain,0.0,0.0
3319,the-san-francisco-girly-book-club,entrepreneurs-nyc-startups-tech-mktg-sales-expert-advice,0.0,0.0
3320,id,xk,0.0,0.0
3321,mmk,mnt,0.0,0.0
3322,"5,6","1,5",0.0,0.0
3323,trespass,burglary,0.0,0.0
3324,n,n,1.0,1.0
3325,mt,md,0.0,0.0
3326,russian federation,kazakhstan,0.0,0.0
3327,ph,ba,0.0,0.0
3328,ct,tn,0.0,0.0
3329,az,ak,0.0,0.0
3330,352,902,0.0,0.0
3331,12th,deln,0.0,0.0
3332,danish krone,danish krone,1.0,1.0
3333,refinancing,home improvement,0.0,0.0
3334,latvia,cyprus,0.0,0.0
3335,security safety jobs,leisure tourism jobs,0.0,0.0
3336,3,belgium,0.0,0.0
3337,retailtelecommunications servicesadvertising and pr services,retail;telecommunications services;advertising and pr services,1.0,1.0
3338,baku,abu dhabi,0.0,0.0
3339,gresham - north central,russell,0.0,0.0
3340,nicaragua,brazil,0.0,0.0
3341,kansas,ks,1.0,0.0
3342,il,ca,0.0,0.0
3343,public_administration_and_defense_compulsory_social_security_l,manufacturing_d,0.0,0.0
3344,grand rapids,christiana,0.0,0.0
3345,1 family dwelling,radio & tv stations,0.0,0.0
3346,paypal,others,0.0,0.0
3347,ssan,frmt,0.0,0.0
3348,logistics jobs,fmcg jobs,0.0,0.0
3349,danish krone,danish krone,1.0,1.0
3350,nh,ri,0.0,0.0
3351,sullivans gulch,cully,0.0,0.0
3352,general_government_final_consumption_expenditure,imports_of_goods_and_services,0.0,0.0
3353,kansas city,gatlinburg,0.0,0.0
3354,poodle standard cross,poodle standard cross,1.0,1.0
3355,jamaica,turkey,0.0,0.0
3356,agriculture_hunting_forestry_fishing,education,0.0,0.0
3357,op,981,0.0,0.0
3358,mâcon-cruzille,est! est!! est!!! di montefiascone,0.0,0.0
3359,nd,north dakota,1.0,0.0
3360,2 family dwelling,"warehouse,no frnitur",0.0,0.0
3361,nj,new jersey,1.0,0.0
3362,quebec,adelaide,0.0,0.0
3363,china,burundi,0.0,0.0
3364,dark,water,0.0,0.0
3365,a1050000007r6of,a1050000006tkek,0.0,0.0
3366,iraq,brazil,0.0,0.0
3367,recycled metal,dead animal,0.0,0.0
3368,x16a,y12a,0.0,0.0
3369,uganda,israel,0.0,0.0
3370,samoa,tanzania,0.0,0.0
3371,d.2 - d.3,b.5*g,0.0,0.0
3372,054,074,0.0,0.0
3373,central african republic,slovakia,0.0,0.0
3374,changes_in_inventories,npishs_final_consumption_expenditure,0.0,0.0
3375,the auditorium,auditorium,1.0,1.0
3376,belgium,cyprus,0.0,0.0
3377,gasworks_gas,bitumen,0.0,0.0
3378,29,"9,15",0.0,0.0
3379,"10,8","6,9",0.0,0.0
3380,ukr,tkm,0.0,0.0
3381,ca commission on disability access,"real estate, department of",0.0,0.0
3382,runaway,stolen property,0.0,0.0
3383,saint barts,saint martin,0.0,0.0
3384,560,652,0.0,0.0
3385,denver,hawaii,0.0,0.0
